1	26	x257	25
1	42	-1	25
1	28	x258	25
1	9	-1	25
1	20	x259	25
1	58	-1	25
1	24	x260	25
1	13	-1	25
1	22	x261	25
1	7	-1	25
1	2	x262	25
1	3	-1	25
1	48	x263	25
1	32	-1	25
1	0	x264	25
1	34	-1	25
1	36	x265	25
1	46	-1	25
1	16	x266	25
1	44	-1	25
1	18	x267	25
1	56	-1	25
1	38	x268	25
1	43	-1	25
1	30	x269	25
1	59	-1	25
1	14	x270	25
1	54	-1	25
1	-1	-1	25
1	53	-1	25
1	-1	-1	25
1	17	-1	25
1	-1	-1	25
1	37	-1	25
1	-1	-1	25
1	11	-1	25
1	-1	-1	25
1	51	-1	25
1	-1	-1	25
1	27	-1	25
1	-1	-1	25
1	60	-1	25
1	-1	-1	25
1	25	-1	25
1	-1	-1	25
1	55	-1	25
1	-1	-1	25
1	39	-1	25
1	-1	-1	25
1	19	-1	25
1	-1	-1	25
1	15	-1	25
1	-1	-1	25
1	49	-1	25
1	-1	-1	25
1	31	-1	25
1	-1	-1	25
1	29	-1	25
1	-1	-1	25
1	1	-1	25
1	-1	-1	25
1	35	-1	25
1	-1	-1	25
1	41	-1	25
1	-1	-1	25
1	33	-1	25
1	-1	-1	25
1	6	-1	25
1	-1	-1	25
1	12	-1	25
1	-1	-1	25
1	4	-1	25
1	40	-1	25
1	23	-1	25
1	52	-1	25
1	10	-1	25
1	50	-1	25
1	47	-1	25
1	45	-1	25
1	21	-1	25
1	57	-1	25
1	8	-1	25
2	3	x315	40
2	45	-1	40
2	11	x314	40
2	47	-1	40
2	22	x313	40
2	54	-1	40
2	4	x312	40
2	41	-1	40
2	12	x311	40
2	43	-1	40
2	23	x310	40
2	33	-1	40
2	19	x309	40
2	39	-1	40
2	15	x308	40
2	37	-1	40
2	14	x307	40
2	6	-1	40
2	60	x306	40
2	9	-1	40
2	0	x305	40
2	25	-1	40
2	26	x304	40
2	29	-1	40
2	49	x303	40
2	7	-1	40
2	55	x302	40
2	1	-1	40
2	51	x301	40
2	27	-1	40
2	20	x300	40
2	13	-1	40
2	16	x299	40
2	31	-1	40
2	28	x298	40
2	35	-1	40
2	59	x297	40
2	57	-1	40
2	56	x296	40
2	53	-1	40
2	50	x295	40
2	2	-1	40
2	52	x294	40
2	17	-1	40
2	58	x293	40
2	21	-1	40
2	46	x292	40
2	8	-1	40
2	40	x291	40
2	10	-1	40
2	48	x290	40
2	5	-1	40
2	44	x289	40
2	24	-1	40
2	42	x288	40
2	18	-1	40
2	36	x287	40
2	30	-1	40
2	34	x286	40
2	32	-1	40
2	38	x285	40
1	5	-1	40
1	26	x284	40
1	42	-1	40
1	28	x283	40
1	9	-1	40
1	20	x282	40
1	58	-1	40
1	24	x281	40
1	13	-1	40
1	22	x280	40
1	7	-1	40
1	2	x279	40
1	3	-1	40
1	48	x278	40
1	32	-1	40
1	0	x277	40
1	34	-1	40
1	36	x276	40
1	46	-1	40
1	16	x275	40
1	44	-1	40
1	18	x274	40
1	56	-1	40
1	38	x273	40
1	43	-1	40
1	30	x272	40
1	59	-1	40
1	14	x271	40
1	54	-1	40
1	-1	-1	40
1	53	-1	40
1	-1	-1	40
1	17	-1	40
1	-1	-1	40
1	37	-1	40
1	-1	-1	40
1	11	-1	40
1	-1	-1	40
1	51	-1	40
1	-1	-1	40
1	27	-1	40
1	-1	-1	40
1	60	-1	40
1	-1	-1	40
1	25	-1	40
1	-1	-1	40
1	55	-1	40
1	-1	-1	40
1	39	-1	40
1	-1	-1	40
1	19	-1	40
1	-1	-1	40
1	15	-1	40
1	-1	-1	40
1	49	-1	40
1	-1	-1	40
1	31	-1	40
1	-1	-1	40
1	29	-1	40
1	-1	-1	40
1	1	-1	40
1	-1	-1	40
1	35	-1	40
1	-1	-1	40
1	41	-1	40
1	-1	-1	40
1	33	-1	40
1	-1	-1	40
1	6	-1	40
1	-1	-1	40
1	12	-1	40
1	-1	-1	40
1	4	-1	40
1	40	-1	40
1	23	-1	40
1	52	-1	40
1	10	-1	40
1	50	-1	40
1	47	-1	40
1	45	-1	40
1	21	-1	40
1	57	-1	40
1	8	-1	40
2	3	x316	26
2	45	-1	26
2	11	x317	26
2	47	-1	26
2	22	x318	26
2	54	-1	26
2	4	x319	26
2	41	-1	26
2	12	x320	26
2	43	-1	26
2	23	x321	26
2	33	-1	26
2	19	x322	26
2	39	-1	26
2	15	x323	26
2	37	-1	26
2	14	x324	26
2	6	-1	26
2	60	x325	26
2	9	-1	26
2	0	x326	26
2	25	-1	26
2	26	x327	26
2	29	-1	26
2	49	x328	26
2	7	-1	26
2	55	x329	26
2	1	-1	26
2	51	x330	26
2	27	-1	26
2	20	x331	26
2	13	-1	26
2	16	x332	26
2	31	-1	26
2	28	x333	26
2	35	-1	26
2	59	x334	26
2	57	-1	26
2	56	x335	26
2	53	-1	26
2	50	x336	26
2	2	-1	26
2	52	x337	26
2	17	-1	26
2	58	x338	26
2	21	-1	26
2	46	x339	26
2	8	-1	26
2	40	x340	26
2	10	-1	26
2	48	x341	26
2	5	-1	26
2	44	x342	26
2	24	-1	26
2	42	x343	26
2	18	-1	26
2	36	x344	26
2	30	-1	26
2	34	x345	26
2	32	-1	26
2	38	x346	26
1	5	-1	26
1	26	x347	26
1	42	-1	26
1	28	x348	26
1	9	-1	26
1	20	x349	26
1	58	-1	26
1	24	x350	26
1	13	-1	26
1	22	x351	26
1	7	-1	26
1	2	x352	26
1	3	-1	26
1	48	x353	26
1	32	-1	26
1	0	x354	26
1	34	-1	26
1	36	x355	26
1	46	-1	26
1	16	x356	26
1	44	-1	26
1	18	x357	26
1	56	-1	26
1	38	x358	26
1	43	-1	26
1	30	x359	26
1	59	-1	26
1	14	x360	26
1	54	-1	26
1	-1	-1	26
1	53	-1	26
1	-1	-1	26
1	17	-1	26
1	-1	-1	26
1	37	-1	26
1	-1	-1	26
1	11	-1	26
1	-1	-1	26
1	51	-1	26
1	-1	-1	26
1	27	-1	26
1	-1	-1	26
1	60	-1	26
1	-1	-1	26
1	25	-1	26
1	-1	-1	26
1	55	-1	26
1	-1	-1	26
1	39	-1	26
1	-1	-1	26
1	19	-1	26
1	-1	-1	26
1	15	-1	26
1	-1	-1	26
1	49	-1	26
1	-1	-1	26
1	31	-1	26
1	-1	-1	26
1	29	-1	26
1	-1	-1	26
1	1	-1	26
1	-1	-1	26
1	35	-1	26
1	-1	-1	26
1	41	-1	26
1	-1	-1	26
1	33	-1	26
1	-1	-1	26
1	6	-1	26
1	-1	-1	26
1	12	-1	26
1	-1	-1	26
1	4	-1	26
1	40	-1	26
1	23	-1	26
1	52	-1	26
1	10	-1	26
1	50	-1	26
1	47	-1	26
1	45	-1	26
1	21	-1	26
1	57	-1	26
1	8	-1	26
2	3	x405	41
2	45	-1	41
2	11	x404	41
2	47	-1	41
2	22	x403	41
2	54	-1	41
2	4	x402	41
2	41	-1	41
2	12	x401	41
2	43	-1	41
2	23	x400	41
2	33	-1	41
2	19	x399	41
2	39	-1	41
2	15	x398	41
2	37	-1	41
2	14	x397	41
2	6	-1	41
2	60	x396	41
2	9	-1	41
2	0	x395	41
2	25	-1	41
2	26	x394	41
2	29	-1	41
2	49	x393	41
2	7	-1	41
2	55	x392	41
2	1	-1	41
2	51	x391	41
2	27	-1	41
2	20	x390	41
2	13	-1	41
2	16	x389	41
2	31	-1	41
2	28	x388	41
2	35	-1	41
2	59	x387	41
2	57	-1	41
2	56	x386	41
2	53	-1	41
2	50	x385	41
2	2	-1	41
2	52	x384	41
2	17	-1	41
2	58	x383	41
2	21	-1	41
2	46	x382	41
2	8	-1	41
2	40	x381	41
2	10	-1	41
2	48	x380	41
2	5	-1	41
2	44	x379	41
2	24	-1	41
2	42	x378	41
2	18	-1	41
2	36	x377	41
2	30	-1	41
2	34	x376	41
2	32	-1	41
2	38	x375	41
1	5	-1	41
1	26	x374	41
1	42	-1	41
1	28	x373	41
1	9	-1	41
1	20	x372	41
1	58	-1	41
1	24	x371	41
1	13	-1	41
1	22	x370	41
1	7	-1	41
1	2	x369	41
1	3	-1	41
1	48	x368	41
1	32	-1	41
1	0	x367	41
1	34	-1	41
1	36	x366	41
1	46	-1	41
1	16	x365	41
1	44	-1	41
1	18	x364	41
1	56	-1	41
1	38	x363	41
1	43	-1	41
1	30	x362	41
1	59	-1	41
1	14	x361	41
1	54	-1	41
1	-1	-1	41
1	53	-1	41
1	-1	-1	41
1	17	-1	41
1	-1	-1	41
1	37	-1	41
1	-1	-1	41
1	11	-1	41
1	-1	-1	41
1	51	-1	41
1	-1	-1	41
1	27	-1	41
1	-1	-1	41
1	60	-1	41
1	-1	-1	41
1	25	-1	41
1	-1	-1	41
1	55	-1	41
1	-1	-1	41
1	39	-1	41
1	-1	-1	41
1	19	-1	41
1	-1	-1	41
1	15	-1	41
1	-1	-1	41
1	49	-1	41
1	-1	-1	41
1	31	-1	41
1	-1	-1	41
1	29	-1	41
1	-1	-1	41
1	1	-1	41
1	-1	-1	41
1	35	-1	41
1	-1	-1	41
1	41	-1	41
1	-1	-1	41
1	33	-1	41
1	-1	-1	41
1	6	-1	41
1	-1	-1	41
1	12	-1	41
1	-1	-1	41
1	4	-1	41
1	40	-1	41
1	23	-1	41
1	52	-1	41
1	10	-1	41
1	50	-1	41
1	47	-1	41
1	45	-1	41
1	21	-1	41
1	57	-1	41
1	8	-1	41
2	3	x406	27
2	45	-1	27
2	11	x407	27
2	47	-1	27
2	22	x408	27
2	54	-1	27
2	4	x409	27
2	41	-1	27
2	12	x410	27
2	43	-1	27
2	23	x411	27
2	33	-1	27
2	19	x412	27
2	39	-1	27
2	15	x413	27
2	37	-1	27
2	14	x414	27
2	6	-1	27
2	60	x415	27
2	9	-1	27
2	0	x416	27
2	25	-1	27
2	26	x417	27
2	29	-1	27
2	49	x418	27
2	7	-1	27
2	55	x419	27
2	1	-1	27
2	51	x420	27
2	27	-1	27
2	20	x421	27
2	13	-1	27
2	16	x422	27
2	31	-1	27
2	28	x423	27
2	35	-1	27
2	59	x424	27
2	57	-1	27
2	56	x425	27
2	53	-1	27
2	50	x426	27
2	2	-1	27
2	52	x427	27
2	17	-1	27
2	58	x428	27
2	21	-1	27
2	46	x429	27
2	8	-1	27
2	40	x430	27
2	10	-1	27
2	48	x431	27
2	5	-1	27
2	44	x432	27
2	24	-1	27
2	42	x433	27
2	18	-1	27
2	36	x434	27
2	30	-1	27
2	34	x435	27
2	32	-1	27
2	38	x436	27
1	5	-1	27
1	26	x437	27
1	42	-1	27
1	28	x438	27
1	9	-1	27
1	20	x439	27
1	58	-1	27
1	24	x440	27
1	13	-1	27
1	22	x441	27
1	7	-1	27
1	2	x442	27
1	3	-1	27
1	48	x443	27
1	32	-1	27
1	0	x444	27
1	34	-1	27
1	36	x445	27
1	46	-1	27
1	16	x446	27
1	44	-1	27
1	18	x447	27
1	56	-1	27
1	38	x448	27
1	43	-1	27
1	30	x449	27
1	59	-1	27
1	14	x450	27
1	54	-1	27
1	-1	-1	27
1	53	-1	27
1	-1	-1	27
1	17	-1	27
1	-1	-1	27
1	37	-1	27
1	-1	-1	27
1	11	-1	27
1	-1	-1	27
1	51	-1	27
1	-1	-1	27
1	27	-1	27
1	-1	-1	27
1	60	-1	27
1	-1	-1	27
1	25	-1	27
1	-1	-1	27
1	55	-1	27
1	-1	-1	27
1	39	-1	27
1	-1	-1	27
1	19	-1	27
1	-1	-1	27
1	15	-1	27
1	-1	-1	27
1	49	-1	27
1	-1	-1	27
1	31	-1	27
1	-1	-1	27
1	29	-1	27
1	-1	-1	27
1	1	-1	27
1	-1	-1	27
1	35	-1	27
1	-1	-1	27
1	41	-1	27
1	-1	-1	27
1	33	-1	27
1	-1	-1	27
1	6	-1	27
1	-1	-1	27
1	12	-1	27
1	-1	-1	27
1	4	-1	27
1	40	-1	27
1	23	-1	27
1	52	-1	27
1	10	-1	27
1	50	-1	27
1	47	-1	27
1	45	-1	27
1	21	-1	27
1	57	-1	27
1	8	-1	27
2	3	x495	42
2	45	-1	42
2	11	x494	42
2	47	-1	42
2	22	x493	42
2	54	-1	42
2	4	x492	42
2	41	-1	42
2	12	x491	42
2	43	-1	42
2	23	x490	42
2	33	-1	42
2	19	x489	42
2	39	-1	42
2	15	x488	42
2	37	-1	42
2	14	x487	42
2	6	-1	42
2	60	x486	42
2	9	-1	42
2	0	x485	42
2	25	-1	42
2	26	x484	42
2	29	-1	42
2	49	x483	42
2	7	-1	42
2	55	x482	42
2	1	-1	42
2	51	x481	42
2	27	-1	42
2	20	x480	42
2	13	-1	42
2	16	x479	42
2	31	-1	42
2	28	x478	42
2	35	-1	42
2	59	x477	42
2	57	-1	42
2	56	x476	42
2	53	-1	42
2	50	x475	42
2	2	-1	42
2	52	x474	42
2	17	-1	42
2	58	x473	42
2	21	-1	42
2	46	x472	42
2	8	-1	42
2	40	x471	42
2	10	-1	42
2	48	x470	42
2	5	-1	42
2	44	x469	42
2	24	-1	42
2	42	x468	42
2	18	-1	42
2	36	x467	42
2	30	-1	42
2	34	x466	42
2	32	-1	42
2	38	x465	42
1	5	-1	42
1	26	x464	42
1	42	-1	42
1	28	x463	42
1	9	-1	42
1	20	x462	42
1	58	-1	42
1	24	x461	42
1	13	-1	42
1	22	x460	42
1	7	-1	42
1	2	x459	42
1	3	-1	42
1	48	x458	42
1	32	-1	42
1	0	x457	42
1	34	-1	42
1	36	x456	42
1	46	-1	42
1	16	x455	42
1	44	-1	42
1	18	x454	42
1	56	-1	42
1	38	x453	42
1	43	-1	42
1	30	x452	42
1	59	-1	42
1	14	x451	42
1	54	-1	42
