2	3	-1	48
2	45	-1	48
2	11	-1	48
2	47	-1	48
2	22	-1	48
2	54	-1	48
2	4	-1	48
2	41	-1	48
2	12	-1	48
2	43	-1	48
2	23	-1	48
2	33	-1	48
2	19	-1	48
2	39	-1	48
2	15	-1	48
2	37	-1	48
2	14	-1	48
2	6	x2	48
2	60	x3	48
2	9	x4	48
2	0	x5	48
2	25	x6	48
2	26	x7	48
2	29	x8	48
2	49	x9	48
2	7	x10	48
2	55	x11	48
2	1	x12	48
2	51	x13	48
2	27	x14	48
2	20	x15	48
2	13	x16	48
2	16	x17	48
2	31	x18	48
2	28	x19	48
2	35	x20	48
2	59	x21	48
2	57	x22	48
2	56	x23	48
2	53	x24	48
2	50	x25	48
2	2	x26	48
2	52	x27	48
2	17	x28	48
2	58	x29	48
2	21	x30	48
2	46	x31	48
2	8	x32	48
2	40	x33	48
2	10	x34	48
2	48	x35	48
2	5	x36	48
2	44	x37	48
2	24	x38	48
2	42	x39	48
2	18	x40	48
2	36	x41	48
2	30	x42	48
2	34	x43	48
2	32	x44	48
2	38	x45	48
1	5	x46	48
1	26	x47	48
1	42	x48	48
1	28	x49	48
1	9	x50	48
1	20	x51	48
1	58	x52	48
1	24	x53	48
1	13	x54	48
1	22	x55	48
1	7	x56	48
1	2	x57	48
1	3	x58	48
1	48	x59	48
1	32	x60	48
1	0	x61	48
1	34	x62	48
1	36	x63	48
1	46	x64	48
1	16	x65	48
1	44	x66	48
1	18	x67	48
1	56	x68	48
1	38	x69	48
1	43	x70	48
1	30	x71	48
1	59	x72	48
1	14	x73	48
1	54	x74	48
2	61	x75	48
1	53	x76	48
1	1	-1	48
1	17	x78	48
1	1	-1	48
1	37	x80	48
1	1	-1	48
1	11	x82	48
1	1	-1	48
1	51	x84	48
1	1	-1	48
1	27	x86	48
1	1	-1	48
1	60	x88	48
1	1	-1	48
1	25	x90	48
1	1	-1	48
1	55	x92	48
1	1	-1	48
1	39	x94	48
1	1	-1	48
1	19	x96	48
1	1	-1	48
1	15	x98	48
1	1	-1	48
1	49	x100	48
1	1	-1	48
1	31	x102	48
1	1	-1	48
1	29	x104	48
1	1	-1	48
1	1	x106	48
1	1	-1	48
1	35	x108	48
1	1	-1	48
1	41	x110	48
1	1	-1	48
1	33	x112	48
1	1	-1	48
1	6	x114	48
1	1	-1	48
1	12	x116	48
1	61	x117	48
1	4	x118	48
1	40	x119	48
1	23	x120	48
1	52	x121	48
1	10	x122	48
1	50	x123	48
1	47	x124	48
1	45	x125	48
1	21	x126	48
1	57	x127	48
1	8	x128	48
2	3	-1	49
2	45	-1	49
2	11	-1	49
2	47	-1	49
2	22	-1	49
2	54	-1	49
2	4	-1	49
2	41	-1	49
2	12	-1	49
2	43	-1	49
2	23	-1	49
2	33	-1	49
2	19	-1	49
2	39	-1	49
2	15	-1	49
2	37	-1	49
2	14	-1	49
2	6	x2	49
2	60	x3	49
2	9	x4	49
2	0	x5	49
2	25	x6	49
2	26	x7	49
2	29	x8	49
2	49	x9	49
2	7	x10	49
2	55	x11	49
2	1	x12	49
2	51	x13	49
2	27	x14	49
2	20	x15	49
2	13	x16	49
2	16	x17	49
2	31	x18	49
2	28	x19	49
2	35	x20	49
2	59	x21	49
2	57	x22	49
2	56	x23	49
2	53	x24	49
2	50	x25	49
2	2	x26	49
2	52	x27	49
2	17	x28	49
2	58	x29	49
2	21	x30	49
2	46	x31	49
2	8	x32	49
2	40	x33	49
2	10	x34	49
2	48	x35	49
2	5	x36	49
2	44	x37	49
2	24	x38	49
2	42	x39	49
2	18	x40	49
2	36	x41	49
2	30	x42	49
2	34	x43	49
2	32	x44	49
2	38	x45	49
1	5	x46	49
1	26	x47	49
1	42	x48	49
1	28	x49	49
1	9	x50	49
1	20	x51	49
1	58	x52	49
1	24	x53	49
1	13	x54	49
1	22	x55	49
1	7	x56	49
1	2	x57	49
1	3	x58	49
1	48	x59	49
1	32	x60	49
1	0	x61	49
1	34	x62	49
1	36	x63	49
1	46	x64	49
1	16	x65	49
1	44	x66	49
1	18	x67	49
1	56	x68	49
1	38	x69	49
1	43	x70	49
1	30	x71	49
1	59	x72	49
1	14	x73	49
1	54	x74	49
2	61	x75	49
1	53	x76	49
1	-1	-1	49
1	17	x78	49
1	-1	-1	49
1	37	x80	49
1	-1	-1	49
1	11	x82	49
1	-1	-1	49
1	51	x84	49
1	-1	-1	49
1	27	x86	49
1	-1	-1	49
1	60	x88	49
1	-1	-1	49
1	25	x90	49
1	-1	-1	49
1	55	x92	49
1	-1	-1	49
1	39	x94	49
1	-1	-1	49
1	19	x96	49
1	-1	-1	49
1	15	x98	49
1	-1	-1	49
1	49	x100	49
1	-1	-1	49
1	31	x102	49
1	-1	-1	49
1	29	x104	49
1	-1	-1	49
1	1	x106	49
1	-1	-1	49
